"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent
Georgia,1655221.0,,16811.0,,1637293.0,,1117.0,,416455.0,4230.0,16920079.0,4257101.0,3974554.0,Asia
Ireland,1561632.0,,7271.0,,1538051.0,785.0,16310.0,24.0,309659.0,1442.0,12226177.0,2424352.0,5043070.0,Europe
Pakistan,1530331.0,48.0,30379.0,,1496123.0,,3829.0,75.0,6680.0,133.0,28551844.0,124638.0,229078341.0,Asia
Norway,1433262.0,374.0,3141.0,,,,,20.0,260491.0,571.0,11002430.0,1999657.0,5502158.0,Europe
Kazakhstan,1305745.0,13.0,13661.0,,1291885.0,,199.0,24.0,67988.0,711.0,11575012.0,602695.0,19205416.0,Asia
Singapore,1298309.0,2389.0,1386.0,3.0,1220440.0,3828.0,76483.0,9.0,218638.0,233.0,23877882.0,4021085.0,5938169.0,Asia
Hong Kong,1212370.0,275.0,9378.0,2.0,,,,5.0,159248.0,1232.0,44972952.0,5907325.0,7613082.0,Asia
Morocco,1167983.0,89.0,16076.0,,1150424.0,117.0,1483.0,293.0,30944.0,426.0,11237010.0,297703.0,37745652.0,Africa
Bulgaria,1164985.0,253.0,37145.0,11.0,1052818.0,2121.0,75022.0,37.0,170104.0,5424.0,10002849.0,1460559.0,6848644.0,Europe
New Zealand,1153946.0,5901.0,1112.0,5.0,1104214.0,6062.0,48620.0,,230692.0,222.0,71423774.0,14278758.0,5002100.0,Australia/Oceania
Croatia,1136453.0,36.0,15984.0,1.0,1118457.0,444.0,2012.0,5.0,280124.0,3940.0,4878008.0,1202380.0,4056960.0,Europe
Cuba,1105290.0,32.0,8529.0,,1096510.0,36.0,251.0,23.0,97697.0,754.0,13852049.0,1224391.0,11313422.0,North America
Lebanon,1099148.0,,10427.0,,1086337.0,,2384.0,186.0,162425.0,1541.0,4795578.0,708659.0,6767119.0,Asia
Finland,1092193.0,,4522.0,,,,,21.0,196538.0,814.0,10911396.0,1963488.0,5557148.0,Europe
Lithuania,1062343.0,15.0,9144.0,1.0,1036048.0,99.0,17151.0,8.0,400909.0,3451.0,9976863.0,3765086.0,2649837.0,Europe
Tunisia,1042362.0,,28632.0,,,,,29.0,86470.0,2375.0,4618974.0,383169.0,12054677.0,Africa
Slovenia,1024650.0,67.0,6637.0,1.0,1013243.0,138.0,4770.0,6.0,492743.0,3192.0,2666335.0,1282211.0,2079483.0,Europe
Belarus,982867.0,,6978.0,,,,,,104080.0,739.0,13220483.0,1399972.0,9443391.0,Europe
Nepal,979132.0,5.0,11952.0,,967078.0,13.0,102.0,,32489.0,397.0,5700923.0,189167.0,30137021.0,Asia
Uruguay,924832.0,1550.0,7238.0,2.0,901555.0,,16039.0,18.0,264486.0,2070.0,6114822.0,1748737.0,3496708.0,South America
Bolivia,908659.0,134.0,21947.0,,868998.0,395.0,17714.0,220.0,75867.0,1832.0,2705422.0,225886.0,11976952.0,South America
UAE,907824.0,383.0,2305.0,1.0,891455.0,379.0,14064.0,,89719.0,228.0,162257979.0,16035776.0,10118499.0,Asia
Costa Rica,904934.0,1721.0,8525.0,3.0,860711.0,527.0,35698.0,45.0,174600.0,1645.0,4575910.0,882884.0,5182911.0,North America
Ecuador,877282.0,,35637.0,,,,,759.0,48323.0,1963.0,2470170.0,136064.0,18154413.0,South America
Guatemala,860169.0,71.0,18131.0,14.0,838614.0,109.0,3424.0,5.0,46375.0,978.0,4656812.0,251067.0,18548085.0,North America
Panama,854449.0,1842.0,8254.0,5.0,818915.0,3297.0,27280.0,16.0,192253.0,1857.0,6237539.0,1403457.0,4444410.0,North America
Latvia,828406.0,329.0,5823.0,,820235.0,334.0,2348.0,7.0,448656.0,3154.0,7258732.0,3931255.0,1846416.0,Europe
Azerbaijan,792759.0,1.0,9713.0,,782998.0,2.0,48.0,,76865.0,942.0,6892285.0,668270.0,10313623.0,Asia
Saudi Arabia,767412.0,686.0,9145.0,1.0,751798.0,621.0,6469.0,83.0,21407.0,255.0,42527204.0,1186296.0,35848722.0,Asia
Sri Lanka,663823.0,7.0,16517.0,1.0,646953.0,2.0,353.0,,30754.0,765.0,6486117.0,300497.0,21584623.0,Asia
Paraguay,650661.0,,18894.0,,624673.0,,7094.0,2.0,89134.0,2588.0,2633737.0,360797.0,7299774.0,South America
Kuwait,633225.0,444.0,2555.0,,630034.0,339.0,636.0,2.0,144206.0,582.0,8112849.0,1847558.0,4391121.0,Asia
Myanmar,613326.0,11.0,19434.0,,592276.0,5.0,1616.0,,11130.0,353.0,8198058.0,148769.0,55106048.0,Asia
Bahrain,585082.0,516.0,1488.0,1.0,579829.0,479.0,3765.0,2.0,322462.0,820.0,9845418.0,5426201.0,1814422.0,Asia
Dominican Republic,583722.0,563.0,4377.0,,577481.0,505.0,1864.0,6.0,52799.0,396.0,3351398.0,303141.0,11055559.0,North America
Palestine,582495.0,132.0,5356.0,,576993.0,114.0,146.0,17.0,109333.0,1005.0,3078533.0,577833.0,5327725.0,Asia
Estonia,576048.0,,2561.0,,518188.0,,55299.0,6.0,433693.0,1928.0,3368271.0,2535894.0,1328238.0,Europe
Venezuela,523625.0,7.0,5721.0,,516874.0,55.0,1030.0,230.0,18514.0,202.0,3359014.0,118768.0,28282183.0,South America
Moldova,518793.0,,11521.0,,504142.0,,3130.0,49.0,129179.0,2869.0,3216305.0,800859.0,4016071.0,Europe
Egypt,515645.0,,24613.0,,442182.0,,48850.0,122.0,4864.0,232.0,3693367.0,34837.0,106018172.0,Africa
Libya,502016.0,112.0,6430.0,,490973.0,,4613.0,101.0,71212.0,912.0,2477219.0,351396.0,7049641.0,Africa
Cyprus,489963.0,,1059.0,,124370.0,,364534.0,60.0,400252.0,865.0,9477138.0,7741900.0,1224136.0,Asia
Ethiopia,472447.0,101.0,7513.0,,455966.0,31.0,8968.0,12.0,3924.0,62.0,4913417.0,40810.0,120397779.0,Africa
Mongolia,469885.0,,2179.0,,313256.0,,154450.0,192.0,139058.0,645.0,4030048.0,1192655.0,3379055.0,Asia
Honduras,425304.0,191.0,10899.0,,132401.0,,282004.0,105.0,41675.0,1068.0,1379584.0,135183.0,10205281.0,North America
Armenia,422963.0,24.0,8625.0,1.0,412606.0,366.0,1732.0,,142229.0,2900.0,3089295.0,1038833.0,2973814.0,Asia
Réunion,414615.0,,777.0,,406484.0,,7354.0,10.0,456872.0,856.0,1603660.0,1767103.0,907508.0,Africa
Oman,389473.0,,4260.0,,384669.0,,544.0,2.0,72738.0,796.0,25000000.0,4669003.0,5354462.0,Asia
Bosnia and Herzegovina,377888.0,59.0,15787.0,,,,,,116564.0,4870.0,1774733.0,547439.0,3241880.0,Europe
Qatar,368519.0,234.0,677.0,,366461.0,140.0,1381.0,,131248.0,241.0,3539658.0,1260650.0,2807805.0,Asia
Kenya,324859.0,91.0,5651.0,,318524.0,63.0,684.0,,5798.0,101.0,3667547.0,65455.0,56031695.0,Africa
Zambia,321672.0,169.0,3986.0,1.0,317144.0,272.0,542.0,,16610.0,206.0,3479338.0,179659.0,19366387.0,Africa
North Macedonia,311851.0,150.0,9303.0,3.0,302013.0,194.0,535.0,,149697.0,4466.0,2044880.0,981600.0,2083211.0,Europe
Botswana,307126.0,,2695.0,,303845.0,,586.0,1.0,125756.0,1103.0,2026898.0,829932.0,2442246.0,Africa
Albania,276101.0,,3497.0,,272291.0,,313.0,2.0,96142.0,1218.0,1827518.0,636367.0,2871800.0,Europe
Algeria,265877.0,4.0,6875.0,,178400.0,,80602.0,6.0,5861.0,152.0,230861.0,5089.0,45362345.0,Africa
Nigeria,256028.0,,3143.0,,250036.0,,2849.0,11.0,1186.0,15.0,5160280.0,23902.0,215889453.0,Africa
Zimbabwe,252398.0,306.0,5503.0,3.0,244231.0,315.0,2664.0,12.0,16523.0,360.0,2329553.0,152499.0,15275903.0,Africa
Luxembourg,244182.0,,1073.0,,235939.0,,7170.0,,378333.0,1662.0,4248188.0,6582093.0,645416.0,Europe
Uzbekistan,239025.0,42.0,1637.0,,237258.0,44.0,130.0,23.0,6949.0,48.0,1377915.0,40061.0,34395054.0,Asia
Montenegro,237148.0,49.0,2720.0,,233974.0,39.0,454.0,6.0,377493.0,4330.0,2475190.0,3940018.0,628218.0,Europe
Mozambique,225709.0,3.0,2203.0,,223376.0,44.0,130.0,13.0,6855.0,67.0,1326939.0,40300.0,32926357.0,Africa
Laos,209975.0,10.0,756.0,,,,,,28083.0,101.0,1233207.0,164932.0,7477075.0,Asia
Kyrgyzstan,200993.0,,2991.0,,196406.0,,1596.0,131.0,29867.0,444.0,1907195.0,283402.0,6729642.0,Asia
Iceland,188190.0,71.0,153.0,,,,,,544736.0,443.0,1936571.0,5605613.0,345470.0,Europe
Afghanistan,180263.0,87.0,7703.0,2.0,163030.0,44.0,9530.0,1124.0,4440.0,190.0,965983.0,23792.0,40601457.0,Asia
Maldives,179753.0,91.0,299.0,1.0,163687.0,,15767.0,25.0,321726.0,535.0,2213831.0,3962362.0,558715.0,Asia
Martinique,169620.0,,936.0,,104.0,,168580.0,8.0,452670.0,2498.0,828928.0,2212185.0,374710.0,North America
Namibia,166189.0,392.0,4037.0,2.0,159448.0,683.0,2704.0,,63220.0,1536.0,1037248.0,394581.0,2628730.0,Africa
Uganda,164069.0,,3596.0,,100205.0,,60268.0,2.0,3383.0,74.0,2612795.0,53875.0,48497243.0,Africa
El Salvador,162755.0,,4132.0,1.0,158278.0,,345.0,8.0,24853.0,631.0,2168616.0,331153.0,6548675.0,North America
Trinidad and Tobago,161435.0,227.0,3916.0,4.0,147738.0,,9781.0,18.0,114644.0,2781.0,744350.0,528606.0,1408138.0,North America
Ghana,161370.0,,1445.0,,159881.0,,44.0,1.0,4994.0,45.0,2447976.0,75763.0,32310805.0,Africa
Brunei,148395.0,306.0,223.0,,146639.0,233.0,1533.0,,333116.0,501.0,717784.0,1611278.0,445475.0,Asia
Guadeloupe,140130.0,,854.0,,2250.0,,137026.0,19.0,350102.0,2134.0,938039.0,2343603.0,400255.0,North America
Jamaica,137076.0,763.0,3056.0,7.0,86973.0,144.0,47047.0,,45909.0,1023.0,1079734.0,361619.0,2985837.0,North America
Cambodia,136262.0,,3056.0,,133201.0,,5.0,,7940.0,178.0,2967276.0,172912.0,17160617.0,Asia
Rwanda,130032.0,13.0,1459.0,,45522.0,,83051.0,,9586.0,108.0,5425775.0,399986.0,13564914.0,Africa
Cameroon,119947.0,,1930.0,,117791.0,,226.0,13.0,4314.0,69.0,1751774.0,62998.0,27806839.0,Africa
Angola,99194.0,,1900.0,,97149.0,,145.0,,2849.0,55.0,1499795.0,43077.0,34816987.0,Africa
Malta,94643.0,64.0,721.0,,92106.0,63.0,1816.0,4.0,213262.0,1625.0,1923075.0,4333329.0,443787.0,Europe
DRC,88374.0,338.0,1338.0,,50930.0,,36106.0,,933.0,14.0,846704.0,8936.0,94756778.0,Africa
Senegal,86109.0,1.0,1966.0,,84127.0,7.0,16.0,,4896.0,112.0,1094040.0,62211.0,17585914.0,Africa
Malawi,85978.0,5.0,2640.0,,82860.0,,478.0,67.0,4283.0,132.0,583503.0,29069.0,20073247.0,Africa
French Guiana,82952.0,,397.0,,11254.0,,71301.0,1.0,264638.0,1267.0,640521.0,2043423.0,313455.0,South America
Ivory Coast,82194.0,1.0,799.0,,81320.0,7.0,75.0,,2975.0,29.0,1522008.0,55096.0,27624778.0,Africa
Barbados,80441.0,117.0,449.0,3.0,77956.0,298.0,2036.0,,279263.0,1559.0,685842.0,2381007.0,288047.0,North America
Suriname,80416.0,,1341.0,,49485.0,,29590.0,,134776.0,2247.0,237010.0,397225.0,596665.0,South America
Channel Islands,76190.0,,176.0,,75439.0,,575.0,,430642.0,995.0,1252808.0,7081132.0,176922.0,Europe
French Polynesia,72922.0,11.0,649.0,,,,,7.0,256760.0,2285.0,,,284008.0,Australia/Oceania
Eswatini,72474.0,77.0,1407.0,,70813.0,73.0,254.0,11.0,61258.0,1189.0,1027249.0,868274.0,1183093.0,Africa
Fiji,65007.0,28.0,864.0,1.0,63081.0,47.0,1062.0,,71527.0,951.0,533707.0,587237.0,908845.0,Australia/Oceania
Guyana,64628.0,11.0,1234.0,1.0,62765.0,32.0,629.0,,81416.0,1555.0,628090.0,791248.0,793797.0,South America
Madagascar,64377.0,,1395.0,,59370.0,,3612.0,6.0,2216.0,48.0,444668.0,15307.0,29049464.0,Africa
Sudan,62321.0,70.0,4941.0,,,,,,1361.0,108.0,562941.0,12290.0,45803058.0,Africa
New Caledonia,61880.0,,313.0,,60999.0,,568.0,9.0,212838.0,1077.0,98964.0,340390.0,290737.0,Australia/Oceania
Bhutan,59628.0,14.0,21.0,,59596.0,32.0,11.0,,75687.0,27.0,2303734.0,2924166.0,787826.0,Asia
Belize,59243.0,194.0,677.0,,57353.0,165.0,1213.0,6.0,144002.0,1646.0,562906.0,1368253.0,411405.0,North America
Mauritania,59127.0,4.0,982.0,,57928.0,38.0,217.0,,12109.0,201.0,832019.0,170395.0,4882877.0,Africa
Cabo Verde,56294.0,4.0,401.0,,55761.0,28.0,132.0,23.0,99194.0,707.0,400982.0,706559.0,567514.0,Africa
Syria,55880.0,,3150.0,,52610.0,,120.0,,3052.0,172.0,146269.0,7988.0,18311946.0,Asia
Gabon,47650.0,28.0,304.0,,47310.0,7.0,36.0,,20486.0,131.0,1596724.0,686480.0,2325957.0,Africa
Papua New Guinea,44425.0,,651.0,,43755.0,,19.0,7.0,4792.0,70.0,249149.0,26875.0,9270489.0,Australia/Oceania
Seychelles,43959.0,,167.0,,43420.0,,372.0,,441759.0,1678.0,,,99509.0,Africa
Curaçao,43864.0,,277.0,,43153.0,,434.0,3.0,265241.0,1675.0,496693.0,3003453.0,165374.0,North America
Andorra,42894.0,,153.0,,42181.0,,560.0,14.0,553464.0,1974.0,249838.0,3223675.0,77501.0,Europe
Burundi,41987.0,,38.0,,,,,,3341.0,3.0,345742.0,27513.0,12566519.0,Africa
Mauritius,38060.0,9.0,996.0,,36416.0,43.0,648.0,,29832.0,781.0,358675.0,281138.0,1275796.0,Africa
Mayotte,37523.0,,187.0,,2964.0,,34372.0,,131486.0,655.0,176919.0,619951.0,285376.0,Africa
Togo,37085.0,,273.0,,36768.0,,44.0,,4288.0,32.0,740511.0,85618.0,8649002.0,Africa
Aruba,37034.0,,213.0,,36495.0,,326.0,,344083.0,1979.0,177885.0,1652730.0,107631.0,North America
Guinea,36597.0,,442.0,,36113.0,,42.0,8.0,2650.0,32.0,660107.0,47790.0,13812537.0,Africa
Tanzania,35354.0,,840.0,,,,,7.0,561.0,13.0,,,62980800.0,Africa
Bahamas,34713.0,41.0,810.0,,32815.0,40.0,1088.0,,86692.0,2023.0,235192.0,587368.0,400417.0,North America
Faeroe Islands,34658.0,,28.0,,,,,5.0,704188.0,569.0,778000.0,15807546.0,49217.0,Europe
Lesotho,32910.0,,697.0,,24155.0,,8058.0,,15133.0,321.0,431221.0,198293.0,2174665.0,Africa
Mali,31097.0,1.0,734.0,,30217.0,10.0,146.0,,1456.0,34.0,683955.0,32015.0,21363816.0,Africa
Haiti,30800.0,,835.0,,29684.0,,281.0,,2640.0,72.0,132422.0,11349.0,11667856.0,North America
Isle of Man,28416.0,,105.0,,26794.0,,1517.0,,330834.0,1222.0,150753.0,1755146.0,85892.0,Europe
Benin,26952.0,,163.0,,25506.0,,1283.0,5.0,2117.0,13.0,604310.0,47475.0,12729140.0,Africa
Somalia,26565.0,30.0,1350.0,,13182.0,,12033.0,,1587.0,81.0,400466.0,23924.0,16739318.0,Africa
Saint Lucia,25593.0,,371.0,,24569.0,125.0,653.0,1.0,138170.0,2003.0,203001.0,1095946.0,185229.0,North America
Cayman Islands,25318.0,841.0,28.0,,8553.0,,16737.0,1.0,376784.0,417.0,222773.0,3315321.0,67195.0,North America
Congo,24079.0,,385.0,,20178.0,,3516.0,,4168.0,67.0,347815.0,60204.0,5777277.0,Africa
Timor-Leste,22913.0,1.0,131.0,,22760.0,1.0,22.0,,16769.0,96.0,267279.0,195612.0,1366372.0,Asia
Burkina Faso,20853.0,,382.0,,20439.0,,32.0,,948.0,17.0,248995.0,11319.0,21997018.0,Africa
Nicaragua,18491.0,,225.0,,4225.0,,14041.0,,2729.0,33.0,,,6774998.0,North America
Gibraltar,18419.0,,102.0,,16579.0,,1738.0,,547012.0,3029.0,534283.0,15867278.0,33672.0,Europe
Solomon Islands,18174.0,,146.0,,16357.0,,1671.0,2.0,25276.0,203.0,5117.0,7117.0,719028.0,Australia/Oceania
Grenada,17662.0,,226.0,,16837.0,,599.0,4.0,155588.0,1991.0,164945.0,1453029.0,113518.0,North America
South Sudan,17592.0,2.0,138.0,,13514.0,,3940.0,1.0,1537.0,12.0,397483.0,34732.0,11444230.0,Africa
Liechtenstein,17463.0,2.0,84.0,,17344.0,1.0,35.0,,455513.0,2191.0,102174.0,2665154.0,38337.0,Europe
San Marino,17105.0,22.0,115.0,,16871.0,30.0,119.0,4.0,502099.0,3376.0,152231.0,4468577.0,34067.0,Europe
Equatorial Guinea,15921.0,6.0,183.0,,15704.0,,34.0,5.0,10679.0,123.0,326674.0,219108.0,1490930.0,Africa
Djibouti,15631.0,,189.0,,15427.0,,15.0,,15394.0,186.0,305941.0,301294.0,1015424.0,Africa
Bermuda,14755.0,,138.0,,14305.0,,312.0,,238603.0,2232.0,912963.0,14763547.0,61839.0,North America
CAR,14649.0,,113.0,,6859.0,,7677.0,2.0,2936.0,23.0,81294.0,16291.0,4990041.0,Africa
Dominica,14184.0,,65.0,,13775.0,,344.0,,196109.0,899.0,202425.0,2798747.0,72327.0,North America
Samoa,13499.0,119.0,26.0,1.0,1605.0,,11868.0,4.0,67182.0,129.0,115189.0,573276.0,200931.0,Australia/Oceania
Monaco,12170.0,2.0,57.0,,12063.0,15.0,50.0,4.0,305986.0,1433.0,54960.0,1381842.0,39773.0,Europe
Gambia,12002.0,,365.0,,11591.0,,46.0,,4714.0,143.0,155686.0,61144.0,2546219.0,Africa
Greenland,11971.0,,21.0,,2761.0,,9189.0,4.0,210172.0,369.0,164926.0,2895572.0,56958.0,North America
Yemen,11822.0,,2149.0,,9107.0,,566.0,23.0,380.0,69.0,265253.0,8535.0,31079597.0,Asia
Tonga,11644.0,8.0,12.0,1.0,11225.0,31.0,407.0,,107833.0,111.0,535009.0,4954613.0,107982.0,Australia/Oceania
Saint Martin,10668.0,,63.0,,1399.0,,9206.0,7.0,267201.0,1578.0,112382.0,2814828.0,39925.0,North America
Sint Maarten,10353.0,74.0,86.0,,10225.0,98.0,42.0,10.0,236343.0,1963.0,62056.0,1416642.0,43805.0,North America
Caribbean Netherlands,10091.0,47.0,35.0,,10017.0,58.0,39.0,,378110.0,1311.0,30126.0,1128822.0,26688.0,North America
Eritrea,9759.0,2.0,103.0,,9649.0,2.0,7.0,,2681.0,28.0,23693.0,6509.0,3640109.0,Africa
Vanuatu,9043.0,38.0,14.0,,8695.0,64.0,334.0,,28185.0,44.0,24976.0,77845.0,320842.0,Australia/Oceania
Niger,9031.0,,310.0,,8628.0,,93.0,1.0,349.0,12.0,254538.0,9836.0,25878420.0,Africa
Guinea-Bissau,8260.0,,171.0,,8033.0,,56.0,6.0,4016.0,83.0,138599.0,67387.0,2056765.0,Africa
Antigua and Barbuda,8163.0,44.0,138.0,,7838.0,74.0,187.0,1.0,82059.0,1387.0,18901.0,190004.0,99477.0,North America
Comoros,8100.0,,160.0,,7933.0,,7.0,,8951.0,177.0,,,904953.0,Africa
Sierra Leone,7682.0,,125.0,,,,,,927.0,15.0,259958.0,31371.0,8286577.0,Africa
Liberia,7455.0,,294.0,,5747.0,,1414.0,2.0,1411.0,56.0,139824.0,26459.0,5284535.0,Africa
Chad,7417.0,,193.0,,4874.0,,2350.0,,428.0,11.0,191341.0,11044.0,17325242.0,Africa
St. Vincent Grenadines,6875.0,2.0,106.0,,6641.0,,128.0,,61597.0,950.0,99633.0,892673.0,111612.0,North America
British Virgin Islands,6765.0,,62.0,,,,,1.0,220970.0,2025.0,104163.0,3402352.0,30615.0,North America
Turks and Caicos,6123.0,,36.0,,6044.0,,43.0,4.0,154166.0,906.0,521408.0,13128081.0,39717.0,North America
Sao Tome and Principe,5991.0,9.0,73.0,,5909.0,9.0,9.0,,26401.0,322.0,29036.0,127954.0,226926.0,Africa
Saint Kitts and Nevis,5729.0,10.0,43.0,,5623.0,13.0,63.0,,106256.0,798.0,82625.0,1532448.0,53917.0,North America
Cook Islands,5657.0,21.0,1.0,,5604.0,41.0,52.0,,321512.0,57.0,18861.0,1071952.0,17595.0,Australia/Oceania
