,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent,Date
28,Belgium,3609122.0,7495.0,30313.0,17.0,3285590.0,19837.0,293219.0,206.0,309142.0,2596.0,31979911.0,2739267.0,11674624.0,Europe,2022-03-09
29,Peru,3530004.0,1065.0,211301.0,49.0,,,,743.0,104606.0,6262.0,27740350.0,822043.0,33745619.0,South America,2022-03-09
30,Australia,3462661.0,33482.0,5498.0,34.0,3223200.0,31272.0,233963.0,110.0,133188.0,211.0,64217162.0,2470045.0,25998373.0,Australia/Oceania,2022-03-09
31,Portugal,3367469.0,14595.0,21267.0,19.0,2867858.0,11400.0,478344.0,72.0,331881.0,2096.0,37805639.0,3725940.0,10146603.0,Europe,2022-03-09
32,Canada,3342389.0,6762.0,37157.0,64.0,3193127.0,5266.0,112105.0,552.0,87269.0,970.0,58577551.0,1529450.0,38299759.0,North America,2022-03-09
33,Chile,3230793.0,16467.0,43283.0,23.0,2363615.0,32232.0,823895.0,1036.0,166598.0,2232.0,33721518.0,1738877.0,19392703.0,South America,2022-03-09
34,Thailand,3088873.0,22073.0,23441.0,69.0,2843850.0,24747.0,221582.0,687.0,44067.0,334.0,17270775.0,246390.0,70095148.0,Asia,2022-03-09
35,Switzerland,3008929.0,29660.0,13357.0,6.0,2415264.0,13270.0,580308.0,146.0,343435.0,1525.0,19123156.0,2182691.0,8761276.0,Europe,2022-03-09
36,Austria,2972647.0,47795.0,15113.0,42.0,2643941.0,27848.0,313593.0,182.0,326916.0,1662.0,164073801.0,18043974.0,9092997.0,Europe,2022-03-09
37,Romania,2781086.0,4176.0,64166.0,62.0,2606660.0,,110260.0,695.0,146208.0,3373.0,21430789.0,1126666.0,19021418.0,Europe,2022-03-09
38,Denmark,2769881.0,15992.0,5008.0,60.0,2535790.0,27430.0,229083.0,37.0,475387.0,860.0,126078016.0,21638436.0,5826577.0,Europe,2022-03-09
39,Greece,2561503.0,23335.0,26366.0,63.0,2343150.0,,191987.0,360.0,247793.0,2551.0,68111278.0,6588915.0,10337252.0,Europe,2022-03-09
40,Sweden,2465099.0,2090.0,17716.0,3.0,2336762.0,9527.0,110621.0,50.0,241549.0,1736.0,18297871.0,1792962.0,10205385.0,Europe,2022-03-09
41,Iraq,2310539.0,723.0,25082.0,6.0,2260833.0,1765.0,24624.0,91.0,55352.0,601.0,18099872.0,433610.0,41742295.0,Asia,2022-03-09
42,Bangladesh,1948471.0,323.0,29097.0,1.0,1852370.0,2424.0,67004.0,1264.0,11636.0,174.0,13583284.0,81117.0,167453994.0,Asia,2022-03-09
43,Serbia,1932814.0,2377.0,15512.0,24.0,1863749.0,5078.0,53553.0,73.0,222724.0,1787.0,8877539.0,1022987.0,8678059.0,Europe,2022-03-09
44,Hungary,1809917.0,2632.0,44549.0,54.0,1641256.0,4475.0,124112.0,118.0,188160.0,4631.0,10892581.0,1132401.0,9619011.0,Europe,2022-03-09
45,Jordan,1654677.0,,13882.0,,1572386.0,,68409.0,694.0,159505.0,1338.0,16319298.0,1573126.0,10373805.0,Asia,2022-03-09
46,Georgia,1629930.0,865.0,16456.0,26.0,1570884.0,2820.0,42590.0,,409915.0,4139.0,16026586.0,4030566.0,3976262.0,Asia,2022-03-09
47,Slovakia,1534444.0,11712.0,18786.0,36.0,1374784.0,19029.0,140874.0,206.0,280823.0,3438.0,6540854.0,1197060.0,5464099.0,Europe,2022-03-09
48,Pakistan,1516150.0,758.0,30287.0,6.0,1467868.0,12103.0,17995.0,722.0,6646.0,133.0,26749522.0,117263.0,228115801.0,Asia,2022-03-09
49,Norway,1333793.0,7884.0,1753.0,,88952.0,,1243088.0,17.0,242831.0,319.0,9852076.0,1793676.0,5492673.0,Europe,2022-03-09
50,Ireland,1328644.0,1698.0,6578.0,7.0,1214511.0,3974.0,107555.0,47.0,264106.0,1308.0,11481303.0,2282239.0,5030718.0,Europe,2022-03-09
51,Kazakhstan,1304012.0,164.0,13639.0,4.0,1277402.0,290.0,12971.0,528.0,68076.0,712.0,11575012.0,604278.0,19155109.0,Asia,2022-03-09
52,Morocco,1161848.0,72.0,16029.0,,1144337.0,264.0,1482.0,293.0,30861.0,426.0,11237010.0,298478.0,37647661.0,Africa,2022-03-09
53,Bulgaria,1107888.0,1920.0,35995.0,31.0,866213.0,3776.0,205680.0,365.0,161493.0,5247.0,9324207.0,1359155.0,6860296.0,Europe,2022-03-09
54,Lebanon,1081463.0,1082.0,10176.0,7.0,967949.0,6344.0,103338.0,186.0,159651.0,1502.0,4795578.0,707946.0,6773934.0,Asia,2022-03-09
55,Cuba,1074469.0,518.0,8502.0,1.0,1063575.0,575.0,2392.0,23.0,94960.0,751.0,12920253.0,1141873.0,11314965.0,North America,2022-03-09
56,Croatia,1067589.0,2588.0,15276.0,26.0,1042597.0,778.0,9716.0,59.0,262785.0,3760.0,4554117.0,1120985.0,4062602.0,Europe,2022-03-09
57,Tunisia,1018447.0,540.0,28009.0,20.0,978788.0,1949.0,11650.0,157.0,84680.0,2329.0,4424244.0,367860.0,12026988.0,Africa,2022-03-09
58,Nepal,977709.0,68.0,11949.0,,960068.0,251.0,5692.0,100.0,32569.0,398.0,5462794.0,181975.0,30019459.0,Asia,2022-03-09
59,Lithuania,945426.0,6195.0,8588.0,37.0,857594.0,4524.0,79244.0,70.0,355653.0,3231.0,7851386.0,2953555.0,2658283.0,Europe,2022-03-09
60,Belarus,934187.0,1238.0,6608.0,14.0,927014.0,1903.0,565.0,,98918.0,700.0,12577331.0,1331768.0,9444085.0,Europe,2022-03-09
61,Slovenia,909888.0,2206.0,6382.0,7.0,878734.0,2396.0,24772.0,87.0,437568.0,3069.0,2582677.0,1242018.0,2079420.0,Europe,2022-03-09
62,Bolivia,895854.0,430.0,21470.0,1.0,801842.0,1732.0,72542.0,220.0,75022.0,1798.0,2682016.0,224601.0,11941271.0,South America,2022-03-09
63,Singapore,885593.0,17051.0,1110.0,11.0,824461.0,13707.0,60022.0,24.0,149395.0,187.0,23230460.0,3918852.0,5927874.0,Asia,2022-03-09
64,UAE,883985.0,392.0,2302.0,,845470.0,,36213.0,,87595.0,228.0,141173639.0,13989040.0,10091732.0,Asia,2022-03-09
65,Uruguay,859165.0,1530.0,7069.0,10.0,839702.0,2040.0,12394.0,92.0,245896.0,2023.0,5783704.0,1655316.0,3494018.0,South America,2022-03-09
66,Ecuador,843760.0,,35316.0,,,,,759.0,46631.0,1952.0,2470170.0,136516.0,18094355.0,South America,2022-03-09
67,Costa Rica,820445.0,1449.0,8142.0,6.0,714949.0,3183.0,97354.0,100.0,158617.0,1574.0,3801529.0,734950.0,5172500.0,North America,2022-03-09
68,Guatemala,795808.0,,17106.0,,745959.0,,32743.0,5.0,43078.0,926.0,4019705.0,217590.0,18473730.0,North America,2022-03-09
69,Azerbaijan,789883.0,126.0,9558.0,11.0,777396.0,882.0,2929.0,,76739.0,929.0,6611402.0,642310.0,10293169.0,Asia,2022-03-09
70,Panama,758613.0,301.0,8125.0,3.0,747483.0,323.0,3005.0,26.0,171276.0,1834.0,5570079.0,1257586.0,4429182.0,North America,2022-03-09
71,Saudi Arabia,748121.0,187.0,9013.0,2.0,729206.0,483.0,9902.0,354.0,20940.0,252.0,41140513.0,1151519.0,35727169.0,Asia,2022-03-09
72,Latvia,719813.0,7542.0,5384.0,15.0,607775.0,11305.0,106654.0,43.0,388866.0,2909.0,6854165.0,3702840.0,1851056.0,Europe,2022-03-09
73,Finland,703052.0,8910.0,2573.0,2.0,46000.0,,654479.0,30.0,126557.0,463.0,10071803.0,1813032.0,5555226.0,Europe,2022-03-09
74,Sri Lanka,654336.0,1307.0,16361.0,22.0,618503.0,117.0,19472.0,,30343.0,759.0,6368159.0,295307.0,21564555.0,Asia,2022-03-09
75,Paraguay,645020.0,411.0,18510.0,16.0,617428.0,780.0,9082.0,106.0,88600.0,2543.0,2550030.0,350272.0,7280148.0,South America,2022-03-09
76,Kuwait,624573.0,368.0,2549.0,1.0,617046.0,652.0,4978.0,17.0,142695.0,582.0,7754247.0,1771604.0,4376965.0,Asia,2022-03-09
77,Myanmar,602321.0,1301.0,19398.0,4.0,552616.0,1734.0,30307.0,,10946.0,353.0,7315672.0,132953.0,55024461.0,Asia,2022-03-09
78,Hong Kong,586017.0,33679.0,2869.0,291.0,13232.0,,569916.0,68.0,77113.0,378.0,36260319.0,4771426.0,7599472.0,Asia,2022-03-09
79,Palestine,579071.0,128.0,5297.0,5.0,567912.0,670.0,5862.0,73.0,109236.0,999.0,3078533.0,580736.0,5301086.0,Asia,2022-03-09
80,Dominican Republic,576220.0,91.0,4372.0,1.0,571339.0,555.0,509.0,29.0,52235.0,396.0,3154505.0,285962.0,11031205.0,North America,2022-03-09
81,Bahrain,532265.0,1535.0,1462.0,1.0,514121.0,2687.0,16682.0,9.0,295523.0,812.0,9476798.0,5261687.0,1801095.0,Asia,2022-03-09
82,Estonia,523278.0,2873.0,2320.0,12.0,414701.0,2408.0,106257.0,21.0,394023.0,1747.0,3155803.0,2376290.0,1328038.0,Europe,2022-03-09
83,Venezuela,517516.0,352.0,5653.0,1.0,508216.0,382.0,3647.0,230.0,18287.0,200.0,3359014.0,118692.0,28300156.0,South America,2022-03-09
84,Moldova,506222.0,226.0,11304.0,6.0,486112.0,809.0,8806.0,55.0,125983.0,2813.0,3069931.0,764014.0,4018162.0,Europe,2022-03-09
85,Libya,499132.0,293.0,6321.0,7.0,479747.0,1304.0,13064.0,125.0,71013.0,899.0,2446523.0,348076.0,7028704.0,Africa,2022-03-09
86,Egypt,493658.0,884.0,24257.0,13.0,423457.0,322.0,45944.0,122.0,4675.0,230.0,3693367.0,34980.0,105585087.0,Africa,2022-03-09
87,Ethiopia,469095.0,48.0,7482.0,5.0,420460.0,23.0,41153.0,59.0,3917.0,62.0,4550099.0,37994.0,119757852.0,Africa,2022-03-09
88,Mongolia,466303.0,161.0,2176.0,,313256.0,,150871.0,192.0,138483.0,646.0,4030048.0,1196848.0,3367217.0,Asia,2022-03-09
89,Armenia,421592.0,51.0,8560.0,8.0,407348.0,266.0,5684.0,,141827.0,2880.0,2924553.0,983844.0,2972577.0,Asia,2022-03-09
90,Honduras,414714.0,,10812.0,,129792.0,,274110.0,105.0,40778.0,1063.0,1263329.0,124222.0,10169961.0,North America,2022-03-09
91,Oman,385769.0,256.0,4249.0,,376585.0,566.0,4935.0,32.0,72441.0,798.0,25000000.0,4694596.0,5325272.0,Asia,2022-03-09
92,Bosnia and Herzegovina,372817.0,172.0,15599.0,9.0,192218.0,,165000.0,,114839.0,4805.0,1711182.0,527097.0,3246428.0,Europe,2022-03-09
93,Qatar,358694.0,130.0,672.0,1.0,356253.0,296.0,1769.0,,127749.0,239.0,3388508.0,1206817.0,2807805.0,Asia,2022-03-09
94,Cyprus,341383.0,2866.0,886.0,3.0,124370.0,,216127.0,60.0,279325.0,725.0,9477138.0,7754353.0,1222170.0,Asia,2022-03-09
95,Kenya,323129.0,14.0,5641.0,,317265.0,36.0,223.0,1.0,5794.0,101.0,3418275.0,61297.0,55765716.0,Africa,2022-03-09
96,Zambia,314641.0,482.0,3960.0,1.0,308826.0,42.0,1855.0,4.0,16344.0,206.0,3297975.0,171318.0,19250591.0,Africa,2022-03-09
97,Réunion,310181.0,,680.0,,298082.0,,11419.0,41.0,342333.0,750.0,1498366.0,1653681.0,906079.0,Africa,2022-03-09
98,North Macedonia,300398.0,292.0,9104.0,7.0,289064.0,303.0,2230.0,,144198.0,4370.0,1904444.0,914178.0,2083230.0,Europe,2022-03-09
99,New Zealand,286750.0,22495.0,82.0,,84428.0,12817.0,202240.0,,57326.0,16.0,6821356.0,1363698.0,5002100.0,Australia/Oceania,2022-03-09
100,Albania,272412.0,75.0,3483.0,,267776.0,104.0,1153.0,13.0,94834.0,1213.0,1755947.0,611296.0,2872501.0,Europe,2022-03-09
101,Algeria,265346.0,23.0,6860.0,2.0,177955.0,29.0,80531.0,13.0,5872.0,152.0,230861.0,5109.0,45184707.0,Africa,2022-03-09
102,Botswana,263950.0,,2619.0,,259434.0,,1897.0,1.0,108550.0,1077.0,2026898.0,833569.0,2431589.0,Africa,2022-03-09
103,Nigeria,254861.0,84.0,3142.0,,249307.0,98.0,2412.0,11.0,1187.0,15.0,4519905.0,21048.0,214741311.0,Africa,2022-03-09
104,Zimbabwe,241049.0,706.0,5407.0,7.0,229914.0,250.0,5728.0,12.0,15830.0,355.0,2118965.0,139155.0,15227408.0,Africa,2022-03-09
105,Uzbekistan,237045.0,51.0,1637.0,,234285.0,88.0,1123.0,23.0,6914.0,48.0,1377915.0,40188.0,34286336.0,Asia,2022-03-09
106,Montenegro,231227.0,112.0,2690.0,1.0,227614.0,139.0,923.0,60.0,368079.0,4282.0,1183011.0,1883176.0,628200.0,Europe,2022-03-09
107,Mozambique,225159.0,9.0,2198.0,1.0,221863.0,368.0,1098.0,13.0,6879.0,67.0,1280179.0,39114.0,32729409.0,Africa,2022-03-09
108,Kyrgyzstan,200671.0,13.0,2969.0,1.0,195734.0,21.0,1968.0,131.0,29926.0,443.0,1907195.0,284422.0,6705504.0,Asia,2022-03-09
109,Luxembourg,189830.0,1082.0,1000.0,1.0,178181.0,803.0,10649.0,5.0,295165.0,1555.0,4092687.0,6363681.0,643132.0,Europe,2022-03-09
110,Afghanistan,175525.0,111.0,7636.0,6.0,158034.0,167.0,9855.0,1124.0,4344.0,189.0,900263.0,22281.0,40404557.0,Asia,2022-03-09
111,Maldives,173666.0,329.0,297.0,,159080.0,436.0,14289.0,25.0,312024.0,534.0,2206464.0,3964332.0,556579.0,Asia,2022-03-09
112,Uganda,163431.0,15.0,3593.0,1.0,100097.0,22.0,59741.0,35.0,3393.0,75.0,2489193.0,51673.0,48172039.0,Africa,2022-03-09
113,Ghana,160667.0,9.0,1444.0,2.0,158992.0,355.0,231.0,1.0,4995.0,45.0,2321483.0,72174.0,32165194.0,Africa,2022-03-09
114,Namibia,157366.0,8.0,4014.0,,153069.0,,283.0,1.0,60100.0,1533.0,964061.0,368186.0,2618407.0,Africa,2022-03-09
115,El Salvador,156364.0,,4093.0,1.0,132410.0,,19861.0,153.0,23904.0,626.0,1758939.0,268895.0,6541358.0,North America,2022-03-09
116,Iceland,153244.0,2778.0,76.0,3.0,75685.0,,77483.0,5.0,444218.0,220.0,1808972.0,5243777.0,344975.0,Europe,2022-03-09
117,Laos,144759.0,208.0,635.0,2.0,7660.0,,136464.0,,19422.0,85.0,1002806.0,134543.0,7453412.0,Asia,2022-03-09
118,Cambodia,133263.0,198.0,3043.0,,127683.0,339.0,2537.0,,7789.0,178.0,2892129.0,169044.0,17108765.0,Asia,2022-03-09
119,Trinidad and Tobago,131378.0,414.0,3669.0,2.0,104797.0,,22912.0,18.0,93366.0,2607.0,639149.0,454223.0,1407125.0,North America,2022-03-09
120,Guadeloupe,130705.0,1964.0,843.0,6.0,2250.0,,127612.0,19.0,326567.0,2106.0,938039.0,2343697.0,400239.0,North America,2022-03-09
121,Rwanda,129569.0,2.0,1458.0,,45522.0,,82589.0,1.0,9603.0,108.0,4939362.0,366075.0,13492763.0,Africa,2022-03-09
122,Jamaica,128246.0,18.0,2835.0,4.0,78996.0,50.0,46415.0,25.0,42993.0,950.0,871439.0,292140.0,2982948.0,North America,2022-03-09
123,Martinique,126221.0,,900.0,,104.0,,125217.0,10.0,336791.0,2401.0,738299.0,1969979.0,374775.0,North America,2022-03-09
124,Cameroon,119322.0,,1926.0,,117263.0,,133.0,13.0,4314.0,70.0,1751774.0,63336.0,27658342.0,Africa,2022-03-09
125,Brunei,100173.0,3155.0,155.0,4.0,60748.0,4106.0,39270.0,,225342.0,349.0,717784.0,1614678.0,444537.0,Asia,2022-03-09
126,Angola,98855.0,26.0,1900.0,,96817.0,3.0,138.0,,2858.0,55.0,1453019.0,42011.0,34586857.0,Africa,2022-03-09
127,DRC,86271.0,117.0,1335.0,,50930.0,,34006.0,,916.0,14.0,846704.0,8994.0,94143993.0,Africa,2022-03-09
128,Senegal,85775.0,3.0,1962.0,,83750.0,13.0,63.0,1.0,4905.0,112.0,1022788.0,58489.0,17486717.0,Africa,2022-03-09
129,Malawi,85461.0,9.0,2620.0,1.0,76429.0,11.0,6412.0,67.0,4281.0,131.0,551664.0,27636.0,19962132.0,Africa,2022-03-09
130,Ivory Coast,81571.0,10.0,795.0,,80576.0,68.0,200.0,,2969.0,29.0,1436544.0,52280.0,27477991.0,Africa,2022-03-09
131,Suriname,78623.0,44.0,1319.0,,49364.0,,27940.0,1.0,132031.0,2215.0,231236.0,388313.0,595489.0,South America,2022-03-09
132,French Guiana,77986.0,55.0,394.0,,11254.0,,66338.0,4.0,250184.0,1264.0,601360.0,1929198.0,311715.0,South America,2022-03-09
133,Malta,72268.0,138.0,612.0,2.0,70242.0,84.0,1414.0,4.0,162940.0,1380.0,1211456.0,2731427.0,443525.0,Europe,2022-03-09
134,French Polynesia,69586.0,611.0,643.0,,,,,7.0,245329.0,2267.0,,,283644.0,Australia/Oceania,2022-03-09
135,Eswatini,69351.0,20.0,1391.0,,67846.0,5.0,114.0,11.0,58752.0,1178.0,483558.0,409655.0,1180404.0,Africa,2022-03-09
136,Fiji,64060.0,12.0,834.0,,62208.0,19.0,1018.0,,70598.0,919.0,498751.0,549654.0,907391.0,Australia/Oceania,2022-03-09
137,Madagascar,63791.0,,1373.0,,59002.0,,3416.0,26.0,2208.0,48.0,401851.0,13910.0,28889452.0,Africa,2022-03-09
138,Guyana,63090.0,14.0,1224.0,1.0,61618.0,6.0,248.0,4.0,79564.0,1544.0,548185.0,691325.0,792948.0,South America,2022-03-09
139,Sudan,61643.0,12.0,4865.0,,,,,,1353.0,107.0,562941.0,12352.0,45573072.0,Africa,2022-03-09
140,New Caledonia,59033.0,300.0,304.0,,54857.0,273.0,3872.0,18.0,203476.0,1048.0,98964.0,341110.0,290123.0,Australia/Oceania,2022-03-09
141,Mauritania,58656.0,2.0,981.0,1.0,57644.0,,31.0,30.0,12081.0,202.0,756930.0,155894.0,4855401.0,Africa,2022-03-09
142,Belize,56976.0,24.0,652.0,,55658.0,119.0,666.0,6.0,139038.0,1591.0,508633.0,1241216.0,409786.0,North America,2022-03-09
143,Barbados,56551.0,175.0,323.0,,54711.0,26.0,1517.0,,196379.0,1122.0,594294.0,2063750.0,287968.0,North America,2022-03-09
144,Cabo Verde,55904.0,1.0,401.0,,55437.0,5.0,66.0,23.0,98742.0,708.0,400982.0,708246.0,566162.0,Africa,2022-03-09
145,Channel Islands,55741.0,309.0,146.0,,51892.0,355.0,3703.0,,315700.0,827.0,1219609.0,6907500.0,176563.0,Europe,2022-03-09
146,Syria,55193.0,53.0,3105.0,3.0,48801.0,175.0,3287.0,,3030.0,170.0,146269.0,8030.0,18216422.0,Asia,2022-03-09
147,Gabon,47564.0,2.0,303.0,,47212.0,16.0,49.0,1.0,20553.0,131.0,1580654.0,683036.0,2314159.0,Africa,2022-03-09
148,Papua New Guinea,41533.0,,639.0,,39905.0,,989.0,7.0,4499.0,69.0,249149.0,26986.0,9232460.0,Australia/Oceania,2022-03-09
149,Seychelles,39605.0,,163.0,,39212.0,,230.0,,398549.0,1640.0,,,99373.0,Africa,2022-03-09
150,Curaçao,39133.0,,264.0,,38533.0,,336.0,3.0,236848.0,1598.0,494095.0,2990455.0,165224.0,North America,2022-03-09
151,Andorra,38794.0,84.0,152.0,,37925.0,67.0,717.0,14.0,500742.0,1962.0,249838.0,3224840.0,77473.0,Europe,2022-03-09
152,Burundi,38178.0,,38.0,,773.0,,37367.0,,3057.0,3.0,345742.0,27689.0,12486832.0,Africa,2022-03-09
153,Togo,36843.0,5.0,272.0,,36447.0,20.0,124.0,,4281.0,32.0,699604.0,81298.0,8605415.0,Africa,2022-03-09
154,Mayotte,36703.0,,187.0,,2964.0,,33552.0,,129283.0,659.0,176919.0,623180.0,283897.0,Africa,2022-03-09
155,Guinea,36427.0,,440.0,,33000.0,,2987.0,8.0,2653.0,32.0,660107.0,48069.0,13732438.0,Africa,2022-03-09
156,Faeroe Islands,34237.0,,28.0,,7693.0,,26516.0,5.0,696214.0,569.0,778000.0,15820726.0,49176.0,Europe,2022-03-09
157,Aruba,33732.0,,212.0,,33462.0,,58.0,7.0,313699.0,1972.0,177885.0,1654283.0,107530.0,North America,2022-03-09
158,Tanzania,33726.0,106.0,800.0,2.0,,,,7.0,539.0,13.0,,,62598082.0,Africa,2022-03-09
159,Mauritius,33352.0,214.0,786.0,,29898.0,380.0,2668.0,,26152.0,616.0,358675.0,281242.0,1275325.0,Africa,2022-03-09
160,Bahamas,33180.0,,771.0,,32052.0,,357.0,9.0,83038.0,1930.0,222828.0,557663.0,399575.0,North America,2022-03-09
161,Lesotho,32716.0,,697.0,,23461.0,,8558.0,,15070.0,321.0,407836.0,187868.0,2170865.0,Africa,2022-03-09
162,Haiti,30430.0,45.0,827.0,4.0,25729.0,244.0,3874.0,,2615.0,71.0,132422.0,11380.0,11636720.0,North America,2022-03-09
163,Mali,30402.0,1.0,725.0,,29560.0,3.0,117.0,,1432.0,34.0,629863.0,29665.0,21232602.0,Africa,2022-03-09
164,Benin,26575.0,,163.0,,25506.0,,906.0,5.0,2100.0,13.0,604310.0,47742.0,12657756.0,Africa,2022-03-09
165,Somalia,26400.0,,1348.0,,13182.0,,11870.0,,1587.0,81.0,400466.0,24067.0,16639594.0,Africa,2022-03-09
166,Congo,24041.0,21.0,378.0,,20178.0,,3485.0,,4183.0,66.0,347815.0,60524.0,5746756.0,Africa,2022-03-09
167,Isle of Man,23962.0,185.0,80.0,,22938.0,85.0,944.0,,279307.0,932.0,150753.0,1757212.0,85791.0,Europe,2022-03-09
168,Saint Lucia,22811.0,3.0,364.0,,22400.0,21.0,47.0,2.0,123275.0,1967.0,137230.0,741619.0,185041.0,North America,2022-03-09
169,Timor-Leste,22777.0,18.0,129.0,,22540.0,100.0,108.0,9.0,16739.0,95.0,248770.0,182820.0,1360737.0,Asia,2022-03-09
170,Taiwan,20999.0,77.0,853.0,,18944.0,68.0,1202.0,,879.0,36.0,11908388.0,498480.0,23889423.0,Asia,2022-03-09
171,Burkina Faso,20751.0,,375.0,,20309.0,,67.0,,949.0,17.0,248995.0,11386.0,21868123.0,Africa,2022-03-09
172,Cayman Islands,19373.0,,17.0,,8553.0,,10803.0,2.0,289054.0,254.0,222773.0,3323879.0,67022.0,North America,2022-03-09
173,Nicaragua,18203.0,,222.0,,4225.0,,13756.0,,2694.0,33.0,,,6757344.0,North America,2022-03-09
174,Tajikistan,17388.0,,124.0,,17263.0,,1.0,,1757.0,13.0,,,9898356.0,Asia,2022-03-09
175,South Sudan,17034.0,9.0,137.0,,13502.0,8.0,3395.0,1.0,1492.0,12.0,345533.0,30271.0,11414836.0,Africa,2022-03-09
176,Bhutan,15946.0,386.0,7.0,,11813.0,451.0,4126.0,4.0,20290.0,9.0,2024521.0,2575979.0,785923.0,Asia,2022-03-09
